subject,comment,contributor,Date
New Testament People Co-Occurrences,A crude attempt at mapping social networks in the New Testament....,crossway,1/24/2007 0:00
"New testament person co-occurrences, colorful",This is an updated version of an older visualization. In the...,Martin Wattenberg,5/27/2007 0:00
"New testament person co-occurrences, colorful",test,,3/26/2008 0:00
New Testment name connections,This gives you a more detailed view. Neat!,Fernanda B. Viegas,1/23/2007 0:00
New Testment name connections,"This is a better layout, I guess that the original posted...",Frank van Ham,1/23/2007 0:00
New York State,"I don't know who did this, but it is very cool....",,5/9/2007 0:00
New York Times (Topic: Asia),Hey...suicide? kills?,kimnayeo,10/8/2007 0:00
Newspaper Advertising By Category 1950-2008,Interesting. It looks a little like the S&P 500 over...,Sean_MUrray,4/17/2009 0:00
Newspaper Endorsements Heavily in Favor of Obama over Clinton,"Only data for newspapers within the the top 100, in terms...",jhl,2/4/2008 0:00
Nike Factories by Country (map),tis is just what i nead,,3/6/2010 0:00
Nintendo's Million Sellers (In Millions Of Units Sold),Pokemon franchise accounted for 20% of total,,8/18/2008 0:00
Nintendo's Million Sellers (In Millions Of Units Sold),Duck hunt sold 27.3 million units in the US,,8/18/2008 0:00
"Ninth Grade Bulge: North Carolina Expulsions, grades 6-12, 2002-03 through 2006-07","Overall, some progress has been made in reducing the number of...",Lynn,4/14/2008 0:00
"Ninth Grade Bulge: North Carolina Long Term Suspensions, grades 6-12, 2002-03 to 2006-07",The number of North Carolina ninth grade students requiring long term...,Lynn,4/14/2008 0:00
Ninth Grade word tree in an article about high school transition and the ninth grade bulge,"This is from an article about the Ninth Grade Bulge, dropout...",Lynn,4/14/2008 0:00
NIV - John,in color,cjrusso,1/28/2010 0:00
NIV - John,100 words,cjrusso,1/28/2010 0:00
No love for good old Windows Me?,"Woo-hoo, Mac market share has doubled between 3/2003 and 9/2006! Ok,...",Anonymous,1/24/2007 0:00
No. of ppl in each field,simple pie chart,steffie,3/8/2010 0:00
"Non-National Highway System: Deficient Bridges by State, 2006",This is data on non-national U.S. highways. From...,Susanne,8/2/2007 0:00
NonStop Exam Delilveries,test with dummy data,joenonstop,8/30/2009 0:00
normal frequency end,that's cool,mahar,7/1/2008 0:00
normal frequency end,that's cool too,mahar,9/28/2009 0:00
North America: Socio-Economic Indicators,"These ""industry annual withdrawals"" refer to the percentage of water in...",Fernanda B. Viegas,4/6/2007 0:00
North American States & Provinces As A Network,"Here's the US, for comparison...",Belarius,3/10/2007 0:00
North American States & Provinces As A Network,"Even the automatic layout is recognizable, in a weird way",Frank van Ham,3/10/2007 0:00
North American States & Provinces As A Network,I meant the layout my algorithm did in my bookmark. I...,Frank van Ham,3/12/2007 0:00
North Carolina Public School Population 2001-02 through 2005-06,This looks like a significant problem. The reason why there are...,Lynn,4/14/2008 0:00
Now we're talking: between 5 and 10 connections,"ok, now that I've found this large cluster, what do I...",JMD,2/29/2008 0:00
NREGA Orissa districts employment comparison,Pretty easy - can be done in 5 minutes,rabin,5/17/2008 0:00
"Nuage de tag visualisant les thèmes des ouvrages en mécanique des fluides et thermique, bibliothèque Michel Serres",papa maman mélanie florian mathéo paris villemomble aurélie collège,,11/2/2009 0:00
Number of Acid Rain Program Coal-Fired Power Plants by State (2007),Interesting. Almost an inverse proportion to the size of the state...,,11/8/2008 0:00
Number of cases by year for circuit courts,There is an error in the 1972 data where the name...,Christopher Collins,7/28/2008 0:00
Number of cases by year for circuit courts,These all have a similar rise in the late 80s and...,Christopher Collins,7/28/2008 0:00
Number of clicks per referrer for a Bit.ly URL,I chose to use a Bubble chart because its description says...,debra24,10/6/2008 0:00
Number of creative job postings per month,The visualization shows users about most number of jobs posted in...,architectsaurabh,10/28/2008 0:00
"Number of datasets and visualizations in ManyEyes, daily, accumulated, and growth",Amount of visualizations is sure grown,viirreei,2/1/2007 0:00
"Number of datasets and visualizations in ManyEyes, daily, accumulated, and growth",Jan 23rd was the day Many Eyes launched. It makes sense...,Fernanda B. Viegas,2/4/2007 0:00
"Number of datasets and visualizations in ManyEyes, daily, accumulated, and growth",This is the last visualization of ManyEyes datasets and visualizations including...,rviegas,2/5/2007 0:00
Number of departments in which title exists,"This is a nice data set, and the percentage view (shown...",Martin Wattenberg,5/20/2008 0:00
Number of Discharges Attributed To Each Doctor,1. Resolution Using a bubble chart like this to show...,Viloen,10/27/2008 0:00
Number of Foodborne Illnesses From 1990-2005 by Type of Food,You need some explanation to help us understand. What is...,,5/9/2008 0:00
Number of Malawi Nurses Who Registered to Emigrate,can someone tell me how to register with the nurses and...,,7/5/2009 0:00
Number of Mcdonalds per Capita in Each,i would suggest this graph shows no correlation.,,9/30/2009 0:00
Number of Mcdonalds per Capita in Each,No correlation? Are you kidding? There are 8 of the most...,,10/1/2009 0:00
Number of Mcdonalds per Capita in Each,Correlation? Are you kidding? This graph shows nothing of what states...,,12/29/2009 0:00
"Number of movies made per genre worldwide, 1888-2008",Does this data account for the fact a title may be...,KevinL,9/23/2008 0:00
Number of new Gibson guitar and bass models,Could you separate bass and guitar models? How about 4-string/5-string...,,7/18/2007 0:00
Number of Nurses Who Registered to Leave Malawi (2000-2007),"Source: Nurses and Midwives Council of Malawi, 2008 WEB: http://globalhealthreport.blogspot.com/2008/06/documenting-brain-drain-in-malawi.html...",Christine Gorman,1/17/2009 0:00
Number of Pagans by State (Witchvox),"Numerical total of all rows is 41,355",Bluheron,9/15/2008 0:00
Number of People Per Movie Screen By State (2007),California and Texas for the win for most screens,Irene Ros,1/29/2009 0:00
Number of randomhouse books with a certain phrase,I like this,,10/8/2007 0:00
"Number of redundancies notified to Jobcentre Plus by parliamentary constituency and industry, South West (weekly, 2008 to 2009)",Aburrido Enérgico Anticuado Hombre,,7/16/2009 0:00
Number of researchers versus number of patents,Germany US and Japan are definite outliers in the OECD...,Frank van Ham,6/19/2007 0:00
Number of researchers versus number of patents,"Hi, in fact in your graph the patents are in absolute...",OECD,6/27/2007 0:00
Number of researchers versus number of patents,"Great idea but the legends/explanations need to be improved. For example,...",,9/18/2008 0:00
Number of ships registered with each flag state. Treemap,Wow I need to switch the preferred mapping around.. This would've...,Frank van Ham,6/18/2007 0:00
Number of times increase in phone lines 00 - 07,This graph measures the number of times phone lines per 100...,Magicmike,10/14/2008 0:00
Number of UNC Students Funding by Region/Country,2007-2008 Data,UNC Center for Global Initiatives,3/11/2009 0:00
Number of Visitors (thousands) to Ireland by Reason of Journey and Year,This was caused by the 9/11 attacks.,Jacket,7/12/2007 0:00
Number of Visitors (thousands) to Ireland by Reason of Journey and Year,I'm skeptical that this would be correct. Attacks took place in...,,7/17/2007 0:00
Number of Visitors (thousands) to Ireland by Reason of Journey and Year,This is visits to friends and relatives.,colm,4/2/2008 0:00
Numbers of Americans Killed/Wounded by Action,"Wounded in war, and wounded hearts because of war are two...",Ms. Coffey,7/17/2007 0:00
Numbers of Suicides in Europe 19th century after Durkheim,Durkheim wanted to show two things with this table: a) that...,cengel,2/8/2008 0:00
nutrient data base,This makes a pretty picture....,Frank van Ham,5/25/2007 0:00
nutrient data base,i couldn't understand anything!,Anderson Leal,9/17/2007 0:00
Nutrition Facts for McDonald's Food,mcdolands suuuuuuuuuuck,,12/3/2009 0:00
Nutrition Facts for McDonald's Food,happy meals are good for the souuuuuuuuul :),,12/3/2009 0:00
Nutrition Facts for McDonald's Food,hapymeal R good 4 soul :),,12/3/2009 0:00
nutrition treemap,"Finally, I know how to get my vitamin E: whale...",Jesse,1/27/2007 0:00
nutrition treemap,"Good tip! But on a price-per-pound basis, I might stick...",Lydia,1/28/2007 0:00
NYT Mostpopular Tag Cloud,This would be interesting (and maybe more meaningful) to see as...,,4/16/2008 0:00
NZ's social media stats,Very cool bubble chart idea!,,12/8/2008 0:00
O Evangelho Segundo o Espiritismo,"O Evangelho Segundo o Espiritismo Nesta ""Análise Gráfica"" do total...",Leal,10/29/2008 0:00
Oakland and Detroit -- take the bus,Have you ever been to Detroit? I assume not and that...,,11/27/2008 0:00
Obama Attemps to Indoctrinate with Message of Responsibility,"I'm not sure why the headline is ""Obama attempts to indoctrinate...""...",,9/22/2009 0:00
Obama Inauguration Speech Word Tree,very nice,,1/20/2009 0:00
Obama Inauguration Speech Word Tree,I love this!,,1/21/2009 0:00
Obama Inauguration Speech Word Tree,...very illuminating of themes...,okienois,1/21/2009 0:00
Obama Inauguration Speech Word Tree,helpfull to write a found poem,,1/21/2009 0:00
Obama Inauguration Speech Word Tree,Inspiring.,,1/22/2009 0:00
Obama Inauguration Speech Word Tree,This is creative,,1/27/2009 0:00
"Obama on ""hope""","The ""we want change"" view.",Martin Wattenberg,1/5/2008 0:00
obama science positions,I think this two-word tag-cloud is more representative than the one-word...,,1/21/2009 0:00
Obama Speech 2007,You get a very different picture of Obama's speech when you...,Fernanda B. Viegas,3/7/2007 0:00
Obama Speech 2007,"I agree. I was personally at the speech and, when i...",,3/8/2007 0:00
Obama Speech 2007,The 2-word tag cloud of Obama vs the same of Hillary...,,3/26/2008 0:00
Obama Speech 2007,So this is how those t-shirt prints are made!,Justin Little,5/8/2008 0:00
"Obama Speech in Cairo - Focus on ""WE""","the quote of ""We will empower those who sow hatred..."" would...",fritzboyle,6/9/2009 0:00
"Obama Speech in Cairo - Focus on ""WE""","Very interesting observation, Fritz. Ironically, the text was transcribed correctly;...",,6/11/2009 0:00
"Obama Speech in Cairo - Focus on ""WE""",This is a very interesting observation. We've been thinking about ways...,Martin Wattenberg,6/11/2009 0:00
"Obama Speech in Cairo - Focus on ""WE""","Beautiful visualization of superb, high-level thought and narrative composition",humancentered,6/12/2009 0:00
"Obama Speech in Cairo - Focus on ""WE""",It would be interesting to see the diagram showing the text...,,6/16/2009 0:00
"Obama Speech in Cairo - Focus on ""WE""",free,gription,6/28/2009 0:00
"Obama Speech in Cairo - Focus on ""WE""",We will...,Irene Ros,7/14/2009 0:00
"Obama Speech in Cairo - Focus on ""WE""",We have...,Irene Ros,7/14/2009 0:00
"Obama Speech in Cairo - Focus on ""WE""","It can't be surprsing, everyone knows , that...",,9/21/2009 0:00
Obama Speech in Cairo Phrase Net,* will *,Irene Ros,6/12/2009 0:00
Obama Speech in Cairo Phrase Net,WORD can WORD,Irene Ros,6/12/2009 0:00
Obama Speech in Cairo Phrase Net,WORD1 WORD2,Irene Ros,6/12/2009 0:00
"Obama Speech of March 18, 2008",Wow - I didn't expect that 'black' and 'white' and 'racial'...,JZ Warne,5/18/2008 0:00
"Obama Speech of March 18, 2008",try the two-word version of this tag cloud,Fernanda B. Viegas,5/20/2008 0:00
"Obama Speech to Congress 090224, Wordle (B/W)",I like this one better - with the word WILL as...,pfanderson,3/22/2009 0:00
Obama Speech Wordle,"""will"" appears as the word used most often in this speech...",Anavlis,5/29/2009 0:00
Obama vs Clinton Pennsylvania Addresses,"Wish I could group (""John McCain""|""Senator McCain""|McCain), (""George Bush""|""President Bush""|Bush)"", ""White...",Patrick,5/3/2008 0:00
Obama Wordle,Very cool.,,1/22/2009 0:00
"Obama, 2004 and 2008","some differences, other than the people he talks about: in...",Martin Wattenberg,8/29/2008 0:00
Obama/McCain Field Offices Per Million People,"Of course, if you align the map scales, the question becomes...",Belarius,8/5/2008 0:00
Obama's Inaugural Address,"he he he.... combined the color palette from the hope poster,...",racerja,1/21/2009 0:00
Obama's Inauguration: We are/have/will/can...,Pretty cool. We will!,,3/25/2009 0:00
"Obama's Speech to Congress, 022409 Tag Cloud of Two Words",you've got to be kidding,,3/1/2009 0:00
"Obama's Speech to Congress, 022409 Tag Cloud of Two Words",Very nice,,4/8/2009 0:00
"Obama's Speech to Congress, 022409 Tag Cloud of Two Words",nice,go.getter,4/9/2009 0:00
Obama's Speech tot he UN----WILL,"Look at the use of authoritarian verbs---""will"", ""must"", etc. Striking....",Teflon93,9/24/2009 0:00
Obesity,"Like the idea, but you need to explain the numbers in...",apirie,11/21/2008 0:00
Obesity and Fruit consumption by state,Need to show income levels vs. fruit consumption. Fruit is...,,8/30/2008 0:00
Obesity by state,"ah, shoot. Never mind — a number of the data rows...",Ben Flaumenhaft,5/25/2007 0:00
Obesity by state,"ah, shoot. Never mind — a number of the data rows...",Ben Flaumenhaft,5/25/2007 0:00
